"epoch","value","metric","data"
59,1.00000008274037e-08,"lr","training"
60,1.00000008274037e-08,"lr","training"
61,1.00000008274037e-08,"lr","training"
62,1.00000008274037e-08,"lr","training"
63,1.00000008274037e-08,"lr","training"
64,1.00000008274037e-08,"lr","training"
65,1.00000008274037e-08,"lr","training"
66,NA,"lr","training"
67,NA,"lr","training"
68,NA,"lr","training"
69,NA,"lr","training"
70,NA,"lr","training"
71,NA,"lr","training"
72,NA,"lr","training"
73,NA,"lr","training"
74,NA,"lr","training"
75,NA,"lr","training"
76,NA,"lr","training"
77,NA,"lr","training"
78,NA,"lr","training"
79,NA,"lr","training"
80,NA,"lr","training"
81,NA,"lr","training"
82,NA,"lr","training"
83,NA,"lr","training"
84,NA,"lr","training"
85,NA,"lr","training"
86,NA,"lr","training"
87,NA,"lr","training"
88,NA,"lr","training"
89,NA,"lr","training"
90,NA,"lr","training"
91,NA,"lr","training"
92,NA,"lr","training"
93,NA,"lr","training"
94,NA,"lr","training"
95,NA,"lr","training"
96,NA,"lr","training"
97,NA,"lr","training"
98,NA,"lr","training"
99,NA,"lr","training"
100,NA,"lr","training"
1,0.00043008933425881,"loss","training"
2,7.21248215995729e-05,"loss","training"
3,6.55220501357689e-05,"loss","training"
4,7.61404808145016e-05,"loss","training"
5,7.17414732207544e-05,"loss","training"
6,6.65922125335783e-05,"loss","training"
7,5.4260093747871e-05,"loss","training"
8,5.96319951000623e-05,"loss","training"
9,5.44452195754275e-05,"loss","training"
10,5.20519643032458e-05,"loss","training"
11,4.34596549894195e-05,"loss","training"
12,4.15577924286481e-05,"loss","training"
13,3.78892800654285e-05,"loss","training"
14,4.040989006171e-05,"loss","training"
15,3.27713714796118e-05,"loss","training"
16,2.1421144992928e-05,"loss","training"
17,6.33356148682651e-06,"loss","training"
18,4.10526217820006e-06,"loss","training"
19,1.80870097210573e-06,"loss","training"
20,1.5042768609419e-05,"loss","training"
21,2.4885778202588e-06,"loss","training"
22,3.7518454973906e-06,"loss","training"
23,4.36352638644166e-06,"loss","training"
24,6.42990244159591e-06,"loss","training"
25,2.71847454769159e-07,"loss","training"
26,1.8009164648447e-07,"loss","training"
27,1.88648783705503e-07,"loss","training"
28,2.12913207064958e-07,"loss","training"
29,1.84821004722835e-07,"loss","training"
30,1.97442517446689e-07,"loss","training"
31,2.0107874831865e-07,"loss","training"
32,2.11254089776958e-07,"loss","training"
33,2.3590708053689e-07,"loss","training"
34,1.46066881256957e-07,"loss","training"
35,6.42107380599555e-08,"loss","training"
36,6.50684057745821e-08,"loss","training"
37,6.35400567716715e-08,"loss","training"
38,6.3163852814796e-08,"loss","training"
39,6.36705550505212e-08,"loss","training"
40,6.10305121995225e-08,"loss","training"
41,6.15429058825612e-08,"loss","training"
42,5.91256750226421e-08,"loss","training"
43,6.0642804555755e-08,"loss","training"
44,6.04616872124097e-08,"loss","training"
45,5.12713711486867e-08,"loss","training"
46,5.18226741519356e-08,"loss","training"
47,5.08962685330516e-08,"loss","training"
48,5.1058592021036e-08,"loss","training"
49,5.08026829493247e-08,"loss","training"
50,5.09410504889729e-08,"loss","training"
51,5.05881843082534e-08,"loss","training"
52,5.07137798422264e-08,"loss","training"
53,5.0773003579252e-08,"loss","training"
54,5.11456228480256e-08,"loss","training"
55,4.99614323246078e-08,"loss","training"
56,4.986252477579e-08,"loss","training"
57,4.98092660450311e-08,"loss","training"
58,4.98082073363548e-08,"loss","training"
59,4.98017875827372e-08,"loss","training"
60,4.97611516436791e-08,"loss","training"
61,NA,"loss","training"
62,NA,"loss","training"
63,NA,"loss","training"
64,NA,"loss","training"
65,NA,"loss","training"
66,NA,"loss","training"
67,NA,"loss","training"
68,NA,"loss","training"
69,NA,"loss","training"
70,NA,"loss","training"
71,NA,"loss","training"
72,NA,"loss","training"
73,NA,"loss","training"
74,NA,"loss","training"
75,NA,"loss","training"
76,NA,"loss","training"
77,NA,"loss","training"
78,NA,"loss","training"
79,NA,"loss","training"
80,NA,"loss","training"
81,NA,"loss","training"
82,NA,"loss","training"
83,NA,"loss","training"
84,NA,"loss","training"
85,NA,"loss","training"
86,NA,"loss","training"
87,NA,"loss","training"
88,NA,"loss","training"
89,NA,"loss","training"
90,NA,"loss","training"
91,NA,"loss","training"
92,NA,"loss","training"
93,NA,"loss","training"
94,NA,"loss","training"
95,NA,"loss","training"
96,NA,"loss","training"
97,NA,"loss","training"
98,NA,"loss","training"
99,NA,"loss","training"
100,NA,"loss","training"
1,0.00043008933425881,"mean_squared_error","training"
2,7.21248215995729e-05,"mean_squared_error","training"
3,6.55220501357689e-05,"mean_squared_error","training"
4,7.61404808145016e-05,"mean_squared_error","training"
5,7.17414732207544e-05,"mean_squared_error","training"
6,6.65922125335783e-05,"mean_squared_error","training"
7,5.4260093747871e-05,"mean_squared_error","training"
8,5.96319951000623e-05,"mean_squared_error","training"
9,5.44452195754275e-05,"mean_squared_error","training"
10,5.20519643032458e-05,"mean_squared_error","training"
11,4.34596549894195e-05,"mean_squared_error","training"
12,4.15577924286481e-05,"mean_squared_error","training"
13,3.78892800654285e-05,"mean_squared_error","training"
14,4.040989006171e-05,"mean_squared_error","training"
15,3.27713714796118e-05,"mean_squared_error","training"
16,2.1421144992928e-05,"mean_squared_error","training"
17,6.33356148682651e-06,"mean_squared_error","training"
18,4.10526217820006e-06,"mean_squared_error","training"
19,1.80870097210573e-06,"mean_squared_error","training"
20,1.5042768609419e-05,"mean_squared_error","training"
21,2.4885778202588e-06,"mean_squared_error","training"
22,3.7518454973906e-06,"mean_squared_error","training"
23,4.36352638644166e-06,"mean_squared_error","training"
24,6.42990244159591e-06,"mean_squared_error","training"
25,2.71847454769159e-07,"mean_squared_error","training"
26,1.8009164648447e-07,"mean_squared_error","training"
27,1.88648783705503e-07,"mean_squared_error","training"
28,2.12913207064958e-07,"mean_squared_error","training"
29,1.84821004722835e-07,"mean_squared_error","training"
30,1.97442517446689e-07,"mean_squared_error","training"
31,2.0107874831865e-07,"mean_squared_error","training"
32,2.11254089776958e-07,"mean_squared_error","training"
33,2.3590708053689e-07,"mean_squared_error","training"
34,1.46066881256957e-07,"mean_squared_error","training"
35,6.42107380599555e-08,"mean_squared_error","training"
36,6.50684057745821e-08,"mean_squared_error","training"
37,6.35400567716715e-08,"mean_squared_error","training"
38,6.3163852814796e-08,"mean_squared_error","training"
39,6.36705550505212e-08,"mean_squared_error","training"
40,6.10305121995225e-08,"mean_squared_error","training"
41,6.15429058825612e-08,"mean_squared_error","training"
42,5.91256750226421e-08,"mean_squared_error","training"
43,6.0642804555755e-08,"mean_squared_error","training"
44,6.04616872124097e-08,"mean_squared_error","training"
45,5.12713711486867e-08,"mean_squared_error","training"
46,5.18226741519356e-08,"mean_squared_error","training"
47,5.08962685330516e-08,"mean_squared_error","training"
48,5.1058592021036e-08,"mean_squared_error","training"
49,5.08026829493247e-08,"mean_squared_error","training"
50,5.09410504889729e-08,"mean_squared_error","training"
51,5.05881843082534e-08,"mean_squared_error","training"
52,5.07137798422264e-08,"mean_squared_error","training"
53,5.0773003579252e-08,"mean_squared_error","training"
54,5.11456228480256e-08,"mean_squared_error","training"
55,4.99614323246078e-08,"mean_squared_error","training"
56,4.986252477579e-08,"mean_squared_error","training"
57,4.98092660450311e-08,"mean_squared_error","training"
58,4.98082073363548e-08,"mean_squared_error","training"
59,4.98017875827372e-08,"mean_squared_error","training"
60,4.97611516436791e-08,"mean_squared_error","training"
61,NA,"mean_squared_error","training"
62,NA,"mean_squared_error","training"
63,NA,"mean_squared_error","training"
64,NA,"mean_squared_error","training"
65,NA,"mean_squared_error","training"
66,NA,"mean_squared_error","training"
67,NA,"mean_squared_error","training"
68,NA,"mean_squared_error","training"
69,NA,"mean_squared_error","training"
70,NA,"mean_squared_error","training"
71,NA,"mean_squared_error","training"
72,NA,"mean_squared_error","training"
73,NA,"mean_squared_error","training"
74,NA,"mean_squared_error","training"
75,NA,"mean_squared_error","training"
76,NA,"mean_squared_error","training"
77,NA,"mean_squared_error","training"
78,NA,"mean_squared_error","training"
79,NA,"mean_squared_error","training"
80,NA,"mean_squared_error","training"
81,NA,"mean_squared_error","training"
82,NA,"mean_squared_error","training"
83,NA,"mean_squared_error","training"
84,NA,"mean_squared_error","training"
85,NA,"mean_squared_error","training"
86,NA,"mean_squared_error","training"
87,NA,"mean_squared_error","training"
88,NA,"mean_squared_error","training"
89,NA,"mean_squared_error","training"
90,NA,"mean_squared_error","training"
91,NA,"mean_squared_error","training"
92,NA,"mean_squared_error","training"
93,NA,"mean_squared_error","training"
94,NA,"mean_squared_error","training"
95,NA,"mean_squared_error","training"
96,NA,"mean_squared_error","training"
97,NA,"mean_squared_error","training"
98,NA,"mean_squared_error","training"
99,NA,"mean_squared_error","training"
100,NA,"mean_squared_error","training"
1,0.0025173700414598,"loss","validation"
2,0.00100739311892539,"loss","validation"
3,0.00114687602035701,"loss","validation"
4,0.000836927734781057,"loss","validation"
5,0.000156556227011606,"loss","validation"
6,0.000402914476580918,"loss","validation"
7,0.000265544047579169,"loss","validation"
8,0.000501023081596941,"loss","validation"
9,0.000141296608489938,"loss","validation"
10,0.000106323161162436,"loss","validation"
11,0.000217843538848683,"loss","validation"
12,5.8282988902647e-05,"loss","validation"
13,0.00012718744983431,"loss","validation"
14,3.09463248413522e-05,"loss","validation"
15,0.000145918078487739,"loss","validation"
16,1.76727826328715e-05,"loss","validation"
17,1.73431380972033e-05,"loss","validation"
18,5.63115690965788e-06,"loss","validation"
19,6.01248302700697e-06,"loss","validation"
20,3.95177767131827e-06,"loss","validation"
21,8.9530640252633e-06,"loss","validation"
22,3.69178233086132e-05,"loss","validation"
23,1.49411489474005e-05,"loss","validation"
24,3.29778777086176e-05,"loss","validation"
25,2.66795382231066e-06,"loss","validation"
26,2.4086421035463e-06,"loss","validation"
27,2.51397159445332e-06,"loss","validation"
28,2.20514789361914e-06,"loss","validation"
29,2.18738250623574e-06,"loss","validation"
30,1.99933515432349e-06,"loss","validation"
31,2.21403774958162e-06,"loss","validation"
32,2.31246531257057e-06,"loss","validation"
33,2.64949062511732e-06,"loss","validation"
34,3.71775172425259e-06,"loss","validation"
35,2.44184843722905e-06,"loss","validation"
36,2.26524389290716e-06,"loss","validation"
37,2.12820896194899e-06,"loss","validation"
38,2.47211073656217e-06,"loss","validation"
39,2.28256476475508e-06,"loss","validation"
40,2.10544817491609e-06,"loss","validation"
